Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Date Time
Spain,Martorell,36,Good,6,Good,72,Good,78,Good,0,Good,2019-10-24 19:00:00
India,Tirur,71,Moderate,11,Good,17,Good,47,Good,15,Moderate,2019-12-17 23:00:00
Germany,Rehburg Loccum,43,Good,8,Good,88,Good,82,Good,7,Good,2019-04-16 05:00:00
Brazil,Vitoria Da Conquista,38,Good,6,Good,51,Good,36,Good,8,Good,2019-07-05 10:00:00
United States of America,Fairview Heights,45,Good,12,Good,82,Good,82,Good,7,Good,2019-06-18 19:00:00
India,Sanquelim,84,Moderate,7,Good,26,Good,97,Good,19,Moderate,2019-05-09 15:00:00
Belgium,Soignies,49,Good,11,Good,114,Good,98,Good,1,Good,2019-11-26 09:00:00
Brazil,Sertanopolis,36,Good,1,Good,35,Good,15,Good,1,Good,2019-11-21 10:00:00
Cameroon,Guider,76,Moderate,4,Good,6,Good,80,Good,22,Moderate,2019-03-30 13:00:00
Afghanistan,Geresk,106,Unhealthy for Sensitive Groups,3,Good,64,Good,61,Good,38,Unhealthy for Sensitive Groups,2019-01-25 03:00:00
United States of America,Edison,50,Good,11,Good,87,Good,51,Good,9,Good,2019-02-02 08:00:00
Germany,Bad Langensalza,32,Good,12,Good,21,Good,89,Good,4,Good,2019-09-29 07:00:00
France,Pessac,54,Moderate,10,Good,62,Good,25,Good,23,Moderate,2019-04-03 23:00:00
Philippines,Katipunan,152,Unhealthy,8,Good,0,Good,24,Good,73,Unhealthy,2019-02-03 08:00:00
Slovenia,Celje,85,Moderate,13,Good,38,Good,24,Good,26,Moderate,2019-12-22 07:00:00
China,Shangqiu,132,Unhealthy for Sensitive Groups,13,Good,28,Unhealthy for Sensitive Groups,36,Good,27,Moderate,2019-11-20 13:00:00
South Africa,Fochville,154,Unhealthy,10,Good,14,Good,57,Good,117,Unhealthy,2019-09-20 05:00:00
Belgium,Herzele,51,Moderate,3,Good,42,Good,90,Good,16,Moderate,2019-02-28 23:00:00
United States of America,Beeville,36,Good,3,Good,20,Good,1,Good,1,Good,2019-07-13 14:00:00
Brazil,Varzea Alegre,22,Good,14,Good,57,Good,25,Good,7,Good,2019-10-01 13:00:00
United States of America,Glen Allen,53,Moderate,8,Good,101,Good,63,Good,30,Moderate,2019-11-07 06:00:00
India,Botad,127,Unhealthy for Sensitive Groups,5,Good,109,Good,28,Good,38,Unhealthy for Sensitive Groups,2019-01-20 23:00:00
Greece,Ioannina,69,Moderate,9,Good,112,Good,76,Good,26,Moderate,2019-08-28 08:00:00
El Salvador,Gotera,95,Moderate,9,Good,73,Good,14,Good,30,Moderate,2019-07-20 18:00:00
Ukraine,Chernyakhiv,56,Moderate,10,Good,20,Good,64,Good,17,Moderate,2019-08-11 10:00:00
Spain,San Lorenzo De El Escorial,23,Good,6,Good,18,Good,87,Good,4,Good,2019-09-02 15:00:00
Poland,Szamotuly,51,Moderate,3,Good,37,Good,39,Good,15,Moderate,2019-01-03 09:00:00
Portugal,Lamego,25,Good,3,Good,9,Good,48,Good,7,Good,2019-10-19 13:00:00
Italy,Bracciano,41,Good,1,Good,84,Good,15,Good,12,Good,2019-08-22 01:00:00
United States of America,Woonsocket,42,Good,1,Good,22,Good,71,Good,11,Good,2019-08-08 19:00:00
Panama,Panama,61,Moderate,2,Good,97,Good,78,Good,19,Moderate,2019-10-28 19:00:00
United Republic of Tanzania,Bugarama,45,Good,13,Good,87,Good,74,Good,9,Good,2019-04-06 08:00:00
Thailand,Phon,93,Moderate,14,Good,107,Good,8,Good,35,Moderate,2019-05-21 12:00:00
India,Bhander,166,Unhealthy,1,Good,55,Unhealthy for Sensitive Groups,16,Good,120,Unhealthy,2019-05-06 17:00:00
India,Karimganj,129,Unhealthy for Sensitive Groups,13,Good,70,Good,47,Good,46,Unhealthy for Sensitive Groups,2019-04-13 05:00:00
Viet Nam,Cao Bang,47,Good,10,Good,97,Good,89,Good,8,Good,2019-10-18 18:00:00
Russian Federation,Kurskaya,40,Good,7,Good,65,Good,2,Good,6,Good,2019-09-13 06:00:00
Brazil,Palmares,45,Good,14,Good,12,Good,93,Good,9,Good,2019-01-28 07:00:00
India,Sidhi,162,Unhealthy,11,Good,46,Unhealthy,59,Good,85,Unhealthy,2019-01-10 22:00:00
Myanmar,Loikaw,15,Good,5,Good,106,Good,28,Good,9,Good,2019-09-16 22:00:00
Netherlands,Harenkarspel,38,Good,0,Good,101,Good,77,Good,2,Good,2019-10-14 15:00:00
Lesotho,Quthing,77,Moderate,2,Good,53,Good,48,Good,15,Moderate,2019-08-30 00:00:00
Belgium,Brugge,37,Good,7,Good,87,Good,15,Good,12,Good,2019-05-11 07:00:00
France,Enghien Les Bains,55,Moderate,7,Good,109,Good,47,Good,16,Moderate,2019-05-01 04:00:00
Poland,Szamotuly,51,Moderate,9,Good,118,Good,64,Good,32,Moderate,2019-06-20 09:00:00
Poland,Zory,68,Moderate,0,Good,28,Good,38,Good,25,Moderate,2019-03-18 08:00:00
United States of America,Taylors,58,Moderate,12,Good,72,Good,8,Good,30,Moderate,2019-09-06 18:00:00
Brazil,Novo Cruzeiro,23,Good,0,Good,22,Good,58,Good,4,Good,2019-02-19 15:00:00
United States of America,Berkley,85,Moderate,7,Good,62,Good,31,Good,16,Moderate,2019-07-25 06:00:00
India,Karauli,213,Very Unhealthy,7,Good,16,Good,94,Good,234,Very Unhealthy,2019-05-09 11:00:00
United Kingdom of Great Britain and Northern Ireland,Havant,41,Good,10,Good,53,Good,65,Good,3,Good,2019-10-13 18:00:00
Honduras,Cofradia,74,Moderate,4,Good,17,Good,75,Good,22,Moderate,2019-09-10 02:00:00
Nigeria,Port Harcourt,179,Unhealthy,13,Good,96,Good,0,Good,78,Unhealthy,2019-02-23 00:00:00
Russian Federation,Uzhur,33,Good,3,Good,79,Good,50,Good,12,Good,2019-11-01 09:00:00
India,Rajur,150,Unhealthy,14,Good,106,Good,95,Good,114,Unhealthy,2019-12-26 10:00:00
Japan,Inuyama,47,Good,4,Good,113,Good,36,Good,6,Good,2019-02-03 09:00:00
Czechia,Pisek,66,Moderate,5,Good,88,Good,22,Good,34,Moderate,2019-07-24 20:00:00
Netherlands,Bussum,38,Good,13,Good,77,Good,79,Good,3,Good,2019-12-26 07:00:00
Congo,Kinkala,68,Moderate,1,Good,101,Good,3,Good,19,Moderate,2019-06-08 13:00:00
Brazil,Barreirinha,25,Good,1,Good,98,Good,61,Good,1,Good,2019-05-09 10:00:00
India,Bali Chak,166,Unhealthy,1,Good,1,Moderate,25,Good,113,Unhealthy,2019-03-05 14:00:00
United States of America,South Lake Tahoe,54,Moderate,0,Good,53,Good,22,Good,21,Moderate,2019-03-27 06:00:00
Russian Federation,Meleuz,36,Good,10,Good,52,Good,18,Good,7,Good,2019-07-01 03:00:00
United States of America,Grand Haven,53,Moderate,11,Good,102,Good,61,Good,30,Moderate,2019-08-05 14:00:00
Guatemala,Cubulco,77,Moderate,13,Good,9,Good,66,Good,31,Moderate,2019-09-08 23:00:00
France,Le Robert,106,Unhealthy for Sensitive Groups,4,Good,25,Good,9,Good,40,Unhealthy for Sensitive Groups,2019-03-01 15:00:00
El Salvador,Acajutla,71,Moderate,1,Good,112,Good,93,Good,19,Moderate,2019-02-12 00:00:00
Netherlands,Willemstad,121,Unhealthy for Sensitive Groups,12,Good,64,Good,39,Good,37,Unhealthy for Sensitive Groups,2019-08-05 22:00:00
United States of America,White Settlement,50,Good,2,Good,111,Good,89,Good,8,Good,2019-02-07 20:00:00
United States of America,University Place,44,Good,4,Good,56,Good,13,Good,9,Good,2019-02-13 08:00:00
Netherlands,Haaren,41,Good,5,Good,48,Good,38,Good,2,Good,2019-02-19 19:00:00
Poland,Radzionkow,112,Unhealthy for Sensitive Groups,13,Good,19,Good,31,Good,43,Unhealthy for Sensitive Groups,2019-08-06 04:00:00
Germany,Peine,45,Good,0,Good,70,Good,69,Good,12,Good,2019-03-18 01:00:00
China,Suozhen,156,Unhealthy,9,Good,10,Unhealthy for Sensitive Groups,71,Good,133,Unhealthy,2019-03-10 03:00:00
India,Handia,189,Unhealthy,1,Good,11,Moderate,36,Good,71,Unhealthy,2019-02-14 16:00:00
Romania,Petrila,53,Moderate,2,Good,109,Good,25,Good,33,Moderate,2019-07-26 18:00:00
Netherlands,Breukelen,35,Good,1,Good,85,Good,73,Good,1,Good,2019-09-24 22:00:00
Pakistan,Lalian,173,Unhealthy,7,Good,58,Unhealthy for Sensitive Groups,65,Good,92,Unhealthy,2019-12-30 14:00:00
Italy,Villa Literno,49,Good,5,Good,43,Good,54,Good,12,Good,2019-11-09 07:00:00
Nepal,Baglung,121,Unhealthy for Sensitive Groups,2,Good,35,Good,61,Good,41,Unhealthy for Sensitive Groups,2019-07-20 03:00:00
Germany,Hagen,30,Good,4,Good,119,Good,62,Good,7,Good,2019-12-24 11:00:00
Bulgaria,Kazanlak,56,Moderate,11,Good,107,Good,59,Good,32,Moderate,2019-09-17 15:00:00
Italy,Trezzo,59,Moderate,8,Good,79,Good,93,Good,16,Moderate,2019-12-26 17:00:00
India,Harpalpur,167,Unhealthy,11,Good,52,Unhealthy for Sensitive Groups,69,Good,56,Unhealthy,2019-07-01 14:00:00
United States of America,Little Rock,68,Moderate,1,Good,53,Good,16,Good,26,Moderate,2019-11-29 15:00:00
Italy,Roncade,52,Moderate,8,Good,83,Good,90,Good,22,Moderate,2019-08-04 07:00:00
India,Handia,189,Unhealthy,11,Good,100,Moderate,49,Good,144,Unhealthy,2019-03-21 13:00:00
Brazil,Guapiacu,57,Moderate,14,Good,64,Good,6,Good,21,Moderate,2019-11-09 17:00:00
India,Narnaund,152,Unhealthy,14,Good,33,Unhealthy for Sensitive Groups,7,Good,141,Unhealthy,2019-09-13 12:00:00
Germany,Hameln,37,Good,4,Good,47,Good,83,Good,1,Good,2019-06-11 21:00:00
United Republic of Tanzania,Kilindoni,36,Good,10,Good,62,Good,46,Good,6,Good,2019-10-17 11:00:00
Croatia,Vukovar,69,Moderate,13,Good,111,Good,84,Good,31,Moderate,2019-04-30 01:00:00
Germany,Erlenbach,35,Good,10,Good,101,Good,8,Good,10,Good,2019-05-26 20:00:00
India,Baramula,152,Unhealthy,9,Good,119,Good,52,Good,56,Unhealthy,2019-09-02 02:00:00
Paraguay,Asuncion,26,Good,0,Good,45,Good,6,Good,7,Good,2019-10-25 04:00:00
Japan,Nobeoka,40,Good,13,Good,95,Good,22,Good,2,Good,2019-03-05 15:00:00
Germany,Cadolzburg,64,Moderate,4,Good,111,Moderate,90,Good,19,Moderate,2019-06-13 15:00:00
Philippines,Calatagan,50,Good,14,Good,65,Good,55,Good,1,Good,2019-09-25 04:00:00
India,Shahpura,169,Unhealthy,11,Good,24,Good,25,Good,105,Unhealthy,2019-06-19 23:00:00
United States of America,Takoma Park,47,Good,11,Good,77,Good,29,Good,8,Good,2019-05-27 07:00:00
Mexico,Cuautepec,160,Unhealthy,8,Good,72,Good,8,Good,131,Unhealthy,2019-10-18 06:00:00
United Republic of Tanzania,Maswa,24,Good,5,Good,9,Good,50,Good,6,Good,2019-11-05 21:00:00
France,Coudekerque Branche,44,Good,6,Good,1,Good,85,Good,1,Good,2019-06-05 14:00:00
Belgium,Temse,42,Good,9,Good,105,Good,69,Good,5,Good,2019-08-08 09:00:00
India,Dahanu,76,Moderate,11,Good,94,Good,97,Good,20,Moderate,2019-04-21 14:00:00
Japan,Yoshii,69,Moderate,9,Good,108,Good,53,Good,19,Moderate,2019-05-16 14:00:00
United States of America,Rome,67,Moderate,2,Good,116,Good,94,Good,21,Moderate,2019-11-04 18:00:00
South Africa,Glencoe,139,Unhealthy for Sensitive Groups,4,Good,97,Good,30,Good,52,Unhealthy for Sensitive Groups,2019-04-20 01:00:00
Colombia,Soata,26,Good,3,Good,36,Good,96,Good,0,Good,2019-09-29 15:00:00
Russian Federation,Krasnogvardeyskoye,48,Good,12,Good,70,Good,80,Good,1,Good,2019-11-21 21:00:00
Lesotho,Quthing,77,Moderate,14,Good,27,Good,95,Good,22,Moderate,2019-11-12 06:00:00
Italy,Racconigi,73,Moderate,10,Good,0,Good,22,Good,16,Moderate,2019-10-26 17:00:00
United Kingdom of Great Britain and Northern Ireland,Havant,41,Good,0,Good,102,Good,24,Good,5,Good,2019-09-10 22:00:00
Netherlands,Sint Oedenrode,38,Good,14,Good,23,Good,14,Good,2,Good,2019-08-03 21:00:00
Italy,Porto Empedocle,65,Moderate,7,Good,66,Good,71,Good,27,Moderate,2019-11-06 03:00:00
United Kingdom of Great Britain and Northern Ireland,Cheltenham,47,Good,11,Good,95,Good,95,Good,1,Good,2019-03-10 14:00:00
India,Fatehgarh Churian,248,Very Unhealthy,3,Good,39,Unhealthy,70,Good,195,Very Unhealthy,2019-08-26 07:00:00
Poland,Sulecin,55,Moderate,14,Good,33,Good,48,Good,30,Moderate,2019-01-12 15:00:00
Japan,Yatsuo,43,Good,2,Good,112,Good,81,Good,9,Good,2019-09-28 10:00:00
Germany,Lilienthal,65,Moderate,12,Good,21,Good,84,Good,19,Moderate,2019-09-29 20:00:00
India,Karauli,213,Very Unhealthy,3,Good,91,Good,97,Good,239,Very Unhealthy,2019-10-21 03:00:00
Iran (Islamic Republic of),Zanjan,58,Moderate,13,Good,98,Good,46,Good,22,Moderate,2019-10-25 10:00:00
Germany,Goslar,38,Good,12,Good,70,Good,8,Good,11,Good,2019-05-04 14:00:00
India,Hangal,70,Moderate,13,Good,109,Good,69,Good,30,Moderate,2019-09-02 16:00:00
India,Sardhana,160,Unhealthy,4,Good,31,Unhealthy for Sensitive Groups,7,Good,89,Unhealthy,2019-05-13 06:00:00
Japan,Hitoyoshi,52,Moderate,7,Good,40,Good,53,Good,16,Moderate,2019-03-06 06:00:00
Germany,Bremen,66,Moderate,13,Good,116,Good,16,Good,26,Moderate,2019-06-04 17:00:00
United States of America,Taylors,58,Moderate,5,Good,27,Good,93,Good,17,Moderate,2019-04-20 02:00:00
Russian Federation,Gorkovskiy,38,Good,6,Good,54,Good,66,Good,5,Good,2019-08-03 06:00:00
China,Beibei,166,Unhealthy,7,Good,59,Moderate,20,Good,94,Unhealthy,2019-04-12 02:00:00
Spain,Huesca,37,Good,14,Good,55,Good,97,Good,12,Good,2019-03-07 04:00:00
Ghana,Nsawam,28,Good,14,Good,2,Good,98,Good,2,Good,2019-12-08 04:00:00
Pakistan,Sarhari,165,Unhealthy,0,Good,97,Good,66,Good,111,Unhealthy,2019-03-20 13:00:00
United States of America,Ledyard,41,Good,5,Good,63,Good,29,Good,5,Good,2019-08-07 12:00:00
Germany,Kall,58,Moderate,8,Good,19,Good,35,Good,26,Moderate,2019-05-08 05:00:00
Kazakhstan,Ilyich,161,Unhealthy,0,Good,83,Moderate,39,Good,113,Unhealthy,2019-12-25 12:00:00
India,Phulabani,161,Unhealthy,13,Good,79,Moderate,32,Good,147,Unhealthy,2019-08-19 02:00:00
India,Kodumudi,71,Moderate,7,Good,5,Good,39,Good,28,Moderate,2019-06-06 11:00:00
France,Le Robert,106,Unhealthy for Sensitive Groups,8,Good,60,Good,23,Good,47,Unhealthy for Sensitive Groups,2019-11-19 13:00:00
Russian Federation,Korkino,34,Good,9,Good,50,Good,63,Good,1,Good,2019-07-22 08:00:00
France,Epernay,53,Moderate,10,Good,57,Good,24,Good,28,Moderate,2019-03-31 08:00:00
United States of America,Wayland,47,Good,7,Good,94,Good,3,Good,12,Good,2019-05-30 16:00:00
Chile,Curico,93,Moderate,5,Good,13,Good,49,Good,14,Moderate,2019-08-08 07:00:00
France,Septemes Les Vallons,31,Good,14,Good,101,Good,73,Good,6,Good,2019-07-13 19:00:00
Myanmar,Taunggyi,39,Good,7,Good,54,Good,4,Good,10,Good,2019-01-14 22:00:00
United Republic of Tanzania,Kisesa,24,Good,5,Good,48,Good,2,Good,3,Good,2019-10-13 12:00:00
India,Manohar Thana,168,Unhealthy,14,Good,67,Good,64,Good,126,Unhealthy,2019-01-23 13:00:00
United States of America,Lompoc,38,Good,10,Good,37,Good,47,Good,9,Good,2019-07-08 18:00:00
Russian Federation,Cherdakly,51,Moderate,2,Good,117,Good,60,Good,17,Moderate,2019-06-05 22:00:00
France,Levallois Perret,70,Moderate,1,Good,103,Good,24,Good,25,Moderate,2019-05-07 06:00:00
France,Epernay,53,Moderate,10,Good,72,Good,65,Good,34,Moderate,2019-02-12 22:00:00
Iran (Islamic Republic of),Bandar E Torkaman,153,Unhealthy,1,Good,64,Good,70,Good,109,Unhealthy,2019-04-07 03:00:00
Japan,Inuyama,47,Good,10,Good,15,Good,58,Good,4,Good,2019-12-10 16:00:00
Hungary,Tata,66,Moderate,13,Good,36,Good,72,Good,25,Moderate,2019-06-23 03:00:00
Germany,Wehr,94,Moderate,9,Good,15,Good,73,Good,28,Moderate,2019-04-22 04:00:00
Brazil,Iguaba Grande,61,Moderate,5,Good,66,Good,94,Good,24,Moderate,2019-11-15 21:00:00
Italy,Pavullo Nel Frignano,95,Moderate,0,Good,76,Good,83,Good,14,Moderate,2019-09-21 17:00:00
Belgium,De Pinte,36,Good,9,Good,70,Good,29,Good,6,Good,2019-03-26 09:00:00
Brazil,Caririacu,27,Good,0,Good,110,Good,0,Good,5,Good,2019-05-26 06:00:00
United States of America,Shawnee,95,Moderate,13,Good,14,Good,69,Good,21,Moderate,2019-09-26 11:00:00
India,Neyveli,61,Moderate,11,Good,33,Good,50,Good,31,Moderate,2019-10-17 01:00:00
United States of America,Beeville,36,Good,8,Good,102,Good,20,Good,2,Good,2019-10-26 10:00:00
France,Levallois Perret,70,Moderate,6,Good,109,Good,73,Good,26,Moderate,2019-01-08 09:00:00
United States of America,Rock Springs,22,Good,10,Good,73,Good,58,Good,10,Good,2019-02-10 11:00:00
Poland,Katowice,80,Moderate,0,Good,38,Good,51,Good,17,Moderate,2019-02-21 16:00:00
United States of America,Hopkins,54,Moderate,8,Good,69,Good,9,Good,22,Moderate,2019-06-07 06:00:00
Brazil,Piquete,52,Moderate,14,Good,105,Good,72,Good,23,Moderate,2019-04-11 12:00:00
France,Luneville,38,Good,9,Good,111,Good,63,Good,1,Good,2019-04-11 10:00:00
Poland,Pulawy,30,Good,3,Good,63,Good,62,Good,2,Good,2019-07-27 21:00:00
Madagascar,Arivonimamo,21,Good,8,Good,36,Good,13,Good,3,Good,2019-09-02 23:00:00
Russian Federation,Gusev,34,Good,6,Good,77,Good,73,Good,7,Good,2019-02-01 13:00:00
India,Mundwa,212,Very Unhealthy,2,Good,53,Good,3,Good,212,Very Unhealthy,2019-05-09 14:00:00
United States of America,Orange,51,Moderate,4,Good,70,Good,99,Good,17,Moderate,2019-04-25 21:00:00
Afghanistan,Dawlatabad,92,Moderate,8,Good,77,Good,47,Good,23,Moderate,2019-03-25 06:00:00
United States of America,Rosedale,42,Good,0,Good,92,Good,99,Good,2,Good,2019-01-27 14:00:00
Brazil,Russas,28,Good,2,Good,17,Good,85,Good,1,Good,2019-02-10 16:00:00
Pakistan,Bhopalwala,153,Unhealthy,13,Good,109,Unhealthy for Sensitive Groups,94,Good,149,Unhealthy,2019-10-01 12:00:00
Russian Federation,Izberbash,51,Moderate,11,Good,38,Good,86,Good,26,Moderate,2019-09-04 02:00:00
Poland,Krotoszyn,55,Moderate,4,Good,62,Good,25,Good,30,Moderate,2019-11-07 22:00:00
Venezuela (Bolivarian Republic of),El Tocuyo,39,Good,7,Good,98,Good,56,Good,2,Good,2019-07-26 02:00:00
India,Rudarpur,119,Unhealthy for Sensitive Groups,10,Good,67,Moderate,14,Good,45,Unhealthy for Sensitive Groups,2019-02-20 05:00:00
United States of America,Corsicana,47,Good,0,Good,54,Good,31,Good,0,Good,2019-02-23 05:00:00
France,Ajaccio,44,Good,2,Good,78,Good,0,Good,8,Good,2018-12-22 02:00:00
India,Mangaldai,64,Moderate,0,Good,15,Good,99,Good,22,Moderate,2018-05-30 07:00:00
Brazil,Carazinho,19,Good,12,Good,76,Good,21,Good,1,Good,2018-12-17 02:00:00
Thailand,Chumphon,41,Good,4,Good,32,Good,77,Good,11,Good,2018-11-24 22:00:00
Pakistan,Sarai Naurang,175,Unhealthy,9,Good,118,Moderate,18,Good,58,Unhealthy,2018-06-17 04:00:00
France,Limeil Brevannes,73,Moderate,10,Good,33,Good,33,Good,18,Moderate,2018-09-19 20:00:00
Italy,Porto Empedocle,65,Moderate,9,Good,95,Good,38,Good,29,Moderate,2018-11-06 03:00:00
India,Polur,60,Moderate,6,Good,118,Good,72,Good,33,Moderate,2018-01-26 03:00:00
India,Cumbum,106,Unhealthy for Sensitive Groups,8,Good,106,Good,26,Good,44,Unhealthy for Sensitive Groups,2018-06-23 02:00:00
France,Saint Benoit,57,Moderate,12,Good,57,Good,7,Good,26,Moderate,2018-02-01 12:00:00
Germany,Tostedt,35,Good,7,Good,21,Good,31,Good,10,Good,2018-08-18 18:00:00
France,Saint Sebastien Sur Loire,32,Good,5,Good,78,Good,65,Good,4,Good,2018-10-08 12:00:00
United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,0,Good,38,Good,23,Good,31,Moderate,2018-04-05 11:00:00
India,Silvassa,134,Unhealthy for Sensitive Groups,0,Good,65,Good,75,Good,41,Unhealthy for Sensitive Groups,2018-01-12 17:00:00
Italy,Trebaseleghe,78,Moderate,7,Good,105,Good,3,Good,23,Moderate,2018-05-05 00:00:00
Guatemala,San Pedro Sacatepequez,57,Moderate,14,Good,6,Good,35,Good,30,Moderate,2018-06-19 14:00:00
Montenegro,Niksic,79,Moderate,6,Good,17,Good,94,Good,28,Moderate,2018-04-28 17:00:00
Madagascar,Nosy Varika,25,Good,2,Good,2,Good,87,Good,2,Good,2018-06-29 03:00:00
Spain,Martorell,36,Good,13,Good,64,Good,19,Good,1,Good,2018-04-19 07:00:00
India,Tirur,71,Moderate,1,Good,69,Good,69,Good,21,Moderate,2018-05-18 11:00:00
Germany,Rehburg Loccum,43,Good,1,Good,72,Good,21,Good,9,Good,2018-04-18 20:00:00
Brazil,Vitoria Da Conquista,38,Good,6,Good,48,Good,72,Good,5,Good,2018-07-24 04:00:00
United States of America,Fairview Heights,45,Good,2,Good,116,Good,66,Good,9,Good,2018-11-10 16:00:00
India,Sanquelim,84,Moderate,9,Good,31,Good,44,Good,14,Moderate,2018-06-02 18:00:00
Belgium,Soignies,49,Good,0,Good,79,Good,75,Good,10,Good,2018-10-20 06:00:00
Brazil,Sertanopolis,36,Good,14,Good,40,Good,36,Good,11,Good,2018-08-09 07:00:00
Cameroon,Guider,76,Moderate,14,Good,83,Good,56,Good,26,Moderate,2018-02-17 00:00:00
Afghanistan,Geresk,106,Unhealthy for Sensitive Groups,2,Good,41,Good,98,Good,46,Unhealthy for Sensitive Groups,2018-11-22 16:00:00
United States of America,Edison,50,Good,12,Good,32,Good,86,Good,10,Good,2018-06-14 16:00:00
Germany,Bad Langensalza,32,Good,14,Good,111,Good,0,Good,9,Good,2018-12-12 05:00:00
France,Pessac,54,Moderate,11,Good,93,Good,24,Good,22,Moderate,2018-05-12 13:00:00
Philippines,Katipunan,152,Unhealthy,3,Good,112,Good,11,Good,70,Unhealthy,2018-08-07 23:00:00
Slovenia,Celje,85,Moderate,14,Good,28,Good,29,Good,18,Moderate,2018-06-28 14:00:00
China,Shangqiu,132,Unhealthy for Sensitive Groups,13,Good,1,Unhealthy for Sensitive Groups,99,Good,16,Moderate,2018-07-23 10:00:00
South Africa,Fochville,154,Unhealthy,4,Good,45,Good,24,Good,101,Unhealthy,2018-09-29 03:00:00
Belgium,Herzele,51,Moderate,4,Good,88,Good,21,Good,35,Moderate,2018-01-01 23:00:00
United States of America,Beeville,36,Good,1,Good,16,Good,75,Good,10,Good,2018-09-22 11:00:00
Brazil,Varzea Alegre,22,Good,11,Good,101,Good,58,Good,10,Good,2018-09-01 16:00:00
United States of America,Glen Allen,53,Moderate,8,Good,94,Good,14,Good,16,Moderate,2018-10-26 14:00:00
India,Botad,127,Unhealthy for Sensitive Groups,13,Good,53,Good,35,Good,47,Unhealthy for Sensitive Groups,2018-02-10 01:00:00
Greece,Ioannina,69,Moderate,4,Good,98,Good,75,Good,16,Moderate,2018-06-20 13:00:00
El Salvador,Gotera,95,Moderate,12,Good,93,Good,27,Good,18,Moderate,2018-05-14 16:00:00
Ukraine,Chernyakhiv,56,Moderate,6,Good,89,Good,85,Good,30,Moderate,2018-08-18 02:00:00
Spain,San Lorenzo De El Escorial,23,Good,5,Good,24,Good,87,Good,11,Good,2018-07-31 22:00:00
Poland,Szamotuly,51,Moderate,1,Good,56,Good,35,Good,27,Moderate,2018-12-24 04:00:00
Portugal,Lamego,25,Good,11,Good,118,Good,85,Good,6,Good,2018-04-20 13:00:00
Italy,Bracciano,41,Good,14,Good,93,Good,17,Good,10,Good,2018-01-27 05:00:00
United States of America,Woonsocket,42,Good,2,Good,103,Good,30,Good,7,Good,2018-09-07 17:00:00
Panama,Panama,61,Moderate,11,Good,58,Good,24,Good,27,Moderate,2018-11-24 02:00:00
United Republic of Tanzania,Bugarama,45,Good,8,Good,48,Good,49,Good,4,Good,2018-03-29 10:00:00
Thailand,Phon,93,Moderate,13,Good,105,Good,77,Good,34,Moderate,2018-09-15 16:00:00
India,Bhander,166,Unhealthy,0,Good,40,Unhealthy for Sensitive Groups,22,Good,123,Unhealthy,2018-08-20 14:00:00
India,Karimganj,129,Unhealthy for Sensitive Groups,8,Good,77,Good,8,Good,43,Unhealthy for Sensitive Groups,2018-08-05 14:00:00
Viet Nam,Cao Bang,47,Good,2,Good,102,Good,38,Good,9,Good,2018-08-21 11:00:00
Russian Federation,Kurskaya,40,Good,11,Good,0,Good,52,Good,5,Good,2018-11-12 07:00:00
Brazil,Palmares,45,Good,3,Good,33,Good,26,Good,5,Good,2018-07-01 17:00:00
India,Sidhi,162,Unhealthy,11,Good,25,Unhealthy,72,Good,130,Unhealthy,2018-08-29 10:00:00
Myanmar,Loikaw,15,Good,9,Good,90,Good,45,Good,7,Good,2018-11-01 14:00:00
Netherlands,Harenkarspel,38,Good,12,Good,24,Good,95,Good,7,Good,2018-01-31 11:00:00
Lesotho,Quthing,77,Moderate,7,Good,99,Good,62,Good,19,Moderate,2018-07-06 11:00:00
Belgium,Brugge,37,Good,10,Good,87,Good,46,Good,8,Good,2018-03-07 02:00:00
France,Enghien Les Bains,55,Moderate,8,Good,3,Good,14,Good,29,Moderate,2018-01-31 15:00:00
Poland,Szamotuly,51,Moderate,2,Good,48,Good,64,Good,30,Moderate,2018-04-07 14:00:00
Poland,Zory,68,Moderate,14,Good,109,Good,71,Good,22,Moderate,2018-08-10 11:00:00
United States of America,Taylors,58,Moderate,2,Good,46,Good,1,Good,25,Moderate,2018-11-30 01:00:00
Brazil,Novo Cruzeiro,23,Good,10,Good,37,Good,54,Good,1,Good,2018-11-26 12:00:00
United States of America,Berkley,85,Moderate,9,Good,102,Good,6,Good,27,Moderate,2018-10-11 18:00:00
India,Karauli,213,Very Unhealthy,12,Good,10,Good,7,Good,202,Very Unhealthy,2018-12-31 05:00:00
United Kingdom of Great Britain and Northern Ireland,Havant,41,Good,11,Good,23,Good,58,Good,5,Good,2018-04-30 08:00:00
Honduras,Cofradia,74,Moderate,5,Good,110,Good,11,Good,24,Moderate,2018-07-26 07:00:00
Nigeria,Port Harcourt,179,Unhealthy,13,Good,82,Good,57,Good,142,Unhealthy,2018-09-18 19:00:00
Russian Federation,Uzhur,33,Good,8,Good,85,Good,45,Good,1,Good,2018-02-21 14:00:00
India,Rajur,150,Unhealthy,6,Good,94,Good,28,Good,105,Unhealthy,2018-02-12 12:00:00
